Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,439.3299865722656,442.239990234375,421.239990234375,425.2200012207031,391.186767578125,2417100
2021-01-05,425.04998779296875,429.3900146484375,422.3999938964844,428.1000061035156,393.83624267578125,1506900
2021-01-06,423.29998779296875,434.5799865722656,420.5400085449219,425.4599914550781,391.40753173828125,1722600
2021-01-07,432.05999755859375,444.5899963378906,430.6000061035156,443.3900146484375,407.9024658203125,2126700
2021-01-08,447.0,449.989990234375,438.6499938964844,445.6400146484375,409.97247314453125,1527100
2021-01-11,440.6099853515625,448.7799987792969,440.4200134277344,445.760009765625,410.0828552246094,1166000
2021-01-12,447.7699890136719,454.760009765625,445.6000061035156,449.3900146484375,413.4222717285156,1384600
2021-01-13,450.29998779296875,453.489990234375,448.1099853515625,451.2099914550781,415.0965576171875,1311800
2021-01-14,453.510009765625,458.5,451.3299865722656,452.07000732421875,415.8878173828125,1969200
2021-01-15,448.17999267578125,450.0,440.6600036621094,445.8500061035156,410.1656799316406,1816500
2021-01-19,448.2799987792969,459.489990234375,448.2799987792969,459.2699890136719,422.51153564453125,1881900
2021-01-20,459.5199890136719,465.7900085449219,455.0,461.8800048828125,424.91259765625,1471000
2021-01-21,462.1099853515625,469.4700012207031,460.3999938964844,466.82000732421875,429.45721435546875,1574900
2021-01-22,463.7200012207031,467.54998779296875,462.3800048828125,465.0199890136719,427.8013000488281,1624800
2021-01-25,469.55999755859375,470.0,456.0799865722656,464.7900085449219,427.5897216796875,1469200
2021-01-26,462.6499938964844,467.0299987792969,461.8800048828125,463.8699951171875,426.7433166503906,1074200
2021-01-27,455.5400085449219,456.9599914550781,441.510009765625,444.70001220703125,409.1076965332031,2185700
2021-01-28,455.5299987792969,458.4800109863281,447.0299987792969,451.739990234375,415.58416748046875,1694600
2021-01-29,449.8999938964844,458.1000061035156,447.6300048828125,450.5,414.4433898925781,2206900
2021-02-01,455.8500061035156,469.32000732421875,453.5899963378906,466.739990234375,429.3836364746094,1702700
2021-02-02,469.760009765625,476.9700012207031,468.0,476.8800048828125,438.7120666503906,1614100
2021-02-03,476.92999267578125,478.5199890136719,464.5899963378906,465.19000244140625,427.95770263671875,1785700
2021-02-04,460.0,471.1600036621094,457.4800109863281,470.6300048828125,432.9622802734375,1524300
2021-02-05,474.3299865722656,476.9200134277344,465.3599853515625,466.010009765625,428.71209716796875,1248800
2021-02-08,468.75,473.4200134277344,465.5799865722656,472.70001220703125,434.86663818359375,1761000
2021-02-09,472.0,475.19000244140625,468.6199951171875,474.6300048828125,436.64215087890625,1275800
2021-02-10,477.2099914550781,477.489990234375,465.489990234375,470.04998779296875,432.4286804199219,1458700
2021-02-11,473.69000244140625,479.3500061035156,469.19000244140625,478.3900146484375,440.1012268066406,1712300
2021-02-12,478.3800048828125,487.0199890136719,474.8900146484375,486.32000732421875,447.3965148925781,1355100
2021-02-16,490.8800048828125,494.7799987792969,487.0199890136719,489.1300048828125,449.9815979003906,1516300
2021-02-17,484.2300109863281,486.1199951171875,475.05999755859375,482.4800109863281,443.8638610839844,1408400
2021-02-18,480.2300109863281,485.4100036621094,475.1300048828125,483.260009765625,444.5814514160156,1671500
2021-02-19,487.25,495.1400146484375,486.7699890136719,489.9599914550781,450.7452087402344,1799200
2021-02-22,484.0,486.6099853515625,475.32000732421875,476.3599853515625,438.233642578125,1696700
2021-02-23,471.1400146484375,474.6199951171875,456.05999755859375,471.8999938964844,434.130615234375,2130300
2021-02-24,467.67999267578125,481.4100036621094,462.6600036621094,480.8800048828125,442.39190673828125,1512500
2021-02-25,474.75,479.3800048828125,455.2099914550781,457.1600036621094,420.5704345703125,2314800
2021-02-26,467.5299987792969,475.760009765625,460.739990234375,469.8699951171875,432.26312255859375,2264000
2021-03-01,479.70001220703125,490.0,473.8599853515625,489.5799865722656,450.3955383300781,2467700
2021-03-02,490.3699951171875,490.8599853515625,479.6000061035156,480.510009765625,442.0514831542969,1854600
2021-03-03,478.0,481.3900146484375,461.9700012207031,463.05999755859375,425.9981994628906,2399100
2021-03-04,461.6700134277344,467.0,441.42999267578125,443.5899963378906,408.08648681640625,3457500
2021-03-05,454.25,456.0,433.0,450.1400146484375,414.1122741699219,4241400
2021-03-08,446.8299865722656,447.9599914550781,419.260009765625,421.25,387.5345153808594,4524300
2021-03-09,435.69000244140625,446.8999938964844,430.6000061035156,443.6000061035156,408.095703125,3788400
2021-03-10,447.3500061035156,454.0299987792969,435.1000061035156,437.5899963378906,402.5666809082031,1991400
2021-03-11,449.0199890136719,457.45001220703125,442.0899963378906,453.69000244140625,417.37811279296875,2617000
2021-03-12,445.3599853515625,453.489990234375,444.5199890136719,451.1700134277344,415.0597839355469,1890600
2021-03-15,455.17999267578125,471.2300109863281,453.19000244140625,470.7699890136719,433.0910949707031,3124100
2021-03-16,471.2699890136719,484.0,467.4100036621094,478.17999267578125,439.90802001953125,3119000
2021-03-17,470.29998779296875,487.2699890136719,470.010009765625,483.5899963378906,444.8849792480469,2375400
2021-03-18,474.55999755859375,483.3500061035156,463.75,464.1499938964844,427.0009765625,2872800
2021-03-19,457.04998779296875,476.67999267578125,454.1000061035156,474.4599914550781,439.8976745605469,10860200
2021-03-22,472.9100036621094,481.2799987792969,471.6700134277344,475.2799987792969,440.6579284667969,3180500
2021-03-23,473.7799987792969,475.3699951171875,462.6499938964844,464.05999755859375,430.2552185058594,2471200
2021-03-24,469.45001220703125,469.989990234375,456.8699951171875,457.2699890136719,423.9598388671875,2088200
2021-03-25,454.9599914550781,464.0199890136719,449.30999755859375,461.70001220703125,428.067138671875,1753700
2021-03-26,456.6400146484375,483.0,456.6400146484375,482.0400085449219,446.92547607421875,2892500
2021-03-29,480.3999938964844,481.1600036621094,468.2699890136719,472.6199951171875,438.1916809082031,2841000
2021-03-30,463.8800048828125,464.0,451.6199951171875,456.1600036621094,422.9307556152344,2793500
2021-03-31,459.0,467.07000732421875,452.3999938964844,463.6600036621094,429.8843688964844,2868400
2021-04-01,472.07000732421875,476.5799865722656,469.20001220703125,475.95001220703125,441.2791442871094,2352800
2021-04-05,480.29998779296875,489.6400146484375,476.82000732421875,488.4800109863281,452.8963317871094,2296600
2021-04-06,483.1199951171875,488.2200012207031,477.739990234375,483.8699951171875,448.6221618652344,1806300
2021-04-07,480.010009765625,483.9100036621094,478.0,482.4599914550781,447.3149108886719,1207400
2021-04-08,487.9800109863281,487.9800109863281,480.1199951171875,485.4800109863281,450.1148681640625,1812100
2021-04-09,480.0,485.30999755859375,476.5400085449219,485.0899963378906,449.7533264160156,1661400
2021-04-12,481.92999267578125,485.4200134277344,478.6000061035156,483.6700134277344,448.4367370605469,2324700
2021-04-13,485.0,488.2200012207031,480.2900085449219,484.9599914550781,449.6328125,1528100
2021-04-14,482.4700012207031,489.19000244140625,475.19000244140625,477.29998779296875,442.53070068359375,1822000
2021-04-15,481.6400146484375,482.30999755859375,476.7799987792969,480.0,445.0340881347656,1837000
2021-04-16,480.4800109863281,481.7799987792969,476.7799987792969,478.7900085449219,443.9122314453125,1626300
2021-04-19,476.5299987792969,476.79998779296875,460.04998779296875,462.0,428.3453063964844,2631900
2021-04-20,460.010009765625,462.0299987792969,454.5400085449219,457.260009765625,423.9505615234375,1912800
2021-04-21,455.2200012207031,460.3399963378906,452.6000061035156,459.7900085449219,426.2962951660156,2594700
2021-04-22,455.1000061035156,461.1400146484375,449.0,455.1099853515625,421.9571838378906,2705700
2021-04-23,458.489990234375,467.8500061035156,457.5,466.1300048828125,432.1744384765625,2289000
2021-04-26,467.0199890136719,473.8299865722656,463.57000732421875,471.8500061035156,437.4778137207031,1827100
2021-04-27,473.70001220703125,474.260009765625,465.05999755859375,466.3500061035156,432.37841796875,1326700
2021-04-28,465.3699951171875,465.9700012207031,456.04998779296875,459.20001220703125,425.7492980957031,1594000
